"ID","AcceptedTaxonID","Genus","SubGenusName","SpeciesEpithet","AuthorString","InfraSpeciesEpithet","InfraSpeciesMarker","InfraSpeciesAuthorString","GSDNameStatus","Sp2000NameStatus","GSDNameGUID"
"Neu-Syn-218712,"Neu-312","Kimminsia",,"sinica","(Tjeder, 1936)",,,,"","Synonym",""
"Neu-Syn-218732,"Neu-3635","Mantispa","Entanoneura","areolaris","Westwood, 1852",,,,"","Synonym",""
"Neu-Syn-218742,"Neu-8454","Grandosmylus",,"gussakovskii","(Kozhanchikov, 1951)",,,,"","Synonym",""
"Neu-Syn-218752,"Neu-3851","Rhaphidia",,"colubroides","(A. Costa, 1855)",,,,"","Synonym",""
"Neu-Syn-218762,"Neu-4170","Myrmecaelurus",,"nigrocinctus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-218772,"Neu-1667","Nohoveus",,"simplicis","(Krivokhatsky, 1992)",,,,"","Synonym",""
"Neu-Syn-218802,"Neu-10274","Neuroleon",,"nemausiensis",,"piryulini","","Krivokhatsky, 2011","","Synonym",""
"Neu-Syn-218832,"Neu-16794","Neuroleon",,"nemausiensis",,"nemausiensis","","(Borkhausen, 1791)","","Synonym",""
"Neu-Syn-218852,"Neu-16810","Neuroleon",,"nemausiensis",,"nigriventris","","(Navás, 1913)","","Synonym",""
"Neu-Syn-218902,"Neu-16793","Neuroleon",,"microstenus",,"microstenus","","(McLachlan, 1898)","","Synonym",""
"Neu-Syn-218922,"Neu-16731","Neuroleon",,"microstenus",,"propinquus","","(Navás, 1912)","","Synonym",""
"Neu-Syn-218932,"Neu-16889","Aspoeckiana",,"uralensis",,"uralensis","","Hölzel, 1969","","Synonym",""
"Neu-Syn-218942,"Neu-6674","Glenurus","Dendroleon","pantherinus","(Fabricius, 1787)",,,,"","Synonym",""
"Neu-Syn-218952,"Neu-8455","Distoleon",,"lineatus","(Fabricius, 1798)",,,,"","Synonym",""
"Neu-Syn-218962,"Neu-8455","Dendroleon",,"lineatus","(Fabricius, 1798)",,,,"","Synonym",""
"Neu-Syn-218972,"Neu-6810","Neuroleon","Nelees","imbecillus","(Stein, 1863)",,,,"","Synonym",""
"Neu-Syn-218982,"Neu-6810","Neleoma",,"imbecillum","(Stein, 1863)",,,,"","Synonym",""
"Neu-Syn-218992,"Neu-6810","Neuroleon",,"microstenus",,"imbecillus","","(Stein, 1863)","","Synonym",""
"Neu-Syn-219002,"Neu-16731","Neuroleon",,"propinquus","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-219012,"Neu-3779","Macronemurus",,"pulverulentus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-219022,"Neu-6534","Macronemurus",,"infidus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-219032,"Neu-4819","Myrmecaelurus",,"quedenfeldti","(Kolbe, 1884)",,,,"","Synonym",""
"Neu-Syn-219042,"Neu-7610","Neuroleon",,"callidus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-219052,"Neu-9765","Nesoleon",,"punctulatus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-219062,"Neu-6289","Morter",,"bore","(Tjeder, 1941)",,,,"","Synonym",""
"Neu-Syn-219072,"Neu-8849","Myrmeleon",,"formicarius",,"formicarius","","Linnaeus, 1767","","Synonym",""
"Neu-Syn-219082,"Neu-10084","Morter",,"immanis","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-219092,"Neu-6562","Myrmeleo",,"incertus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-219102,"Neu-6562","Myrmeleo",,"inconspicuus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-219112,"Neu-6562","Grocus",,"erberi","(Brauer, 1868)",,,,"","Synonym",""
"Neu-Syn-219142,"Neu-7777","Myrmeleo",,"tetragrammicus","(Fabricius, 1798)",,,,"","Synonym",""
"Neu-Syn-219152,"Neu-1622","Myrmeleo",,"pallidipennis","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-219162,"Neu-7198","Myrmeleo",,"appendiculatus","(Latreille, 1807)",,,,"","Synonym",""
"Neu-Syn-219172,"Neu-784","Myrmecoleon",,"georgianus","(Fischer von Waldheim, 1822)",,,,"","Synonym",""
"Neu-Syn-219182,"Neu-9327","Acanthaclisis","Synclisis","baetica","Rambur, 1842",,,,"","Synonym",""
"Neu-Syn-219192,"Neu-6763","Acanthaclisis",,"baetica",,"japonica","var.","Hagen, 1866","","Synonym",""
"Neu-Syn-219202,"Neu-9256","Myrmeleo",,"percheronii","Guérin-Méneville, 1831",,,,"","Synonym",""
"Neu-Syn-219212,"Neu-5805","Mantispa",,"tenella",,"dispersa","var.","(Navás, 1914)","","Synonym",""
"Neu-Syn-219222,"Neu-8594","Myrmecaelurus",,"trigrammus",,"trigrammus","","(Pallas, 1771)","","Synonym",""
"Neu-Syn-219232,"Neu-5749","Dallus",,"horridus","(Navás, 1912)",,,,"","Synonym",""
"Neu-Syn-219242,"Neu-2907","Ascalaphus",,"siculus",,"siculus","","Angelini, 1827","","Synonym",""
"Neu-Syn-219252,"Neu-602","Kimminsia","Boriomyia","betulina","(Strøm, 1788)",,,,"","Synonym",""
"Neu-Syn-219262,"Neu-131","Chrysopa",,"chrysops",,"chrysops","","(Linnaeus, 1758)","","Synonym",""
"Neu-Syn-219272,"Neu-3390","Mantispilla",,"luzonensis","(Navás, 1909)",,,,"","Synonym",""
"Neu-Syn-219282,"Neu-7189","Ascalaphus",,"libelluloides",,"libelluloides","","van der Weele, 1909","","Synonym",""
"Neu-Syn-219292,"Neu-612","Ascalaphus",,"libelluloides",,"leucocelius","","A. Costa, 1855","","Synonym",""
"Neu-Syn-219302,"Neu-6674","Myrmeleon",,"dille","Olivier in Bonnaterre et al., 1828",,,,"","Synonym",""
"Neu-Syn-219312,"Neu-5740","Chrysoperla",,"reticulata","(Steinmann, 1965)",,,,"","Synonym",""
"Neu-Syn-219322,"Neu-1086","Metachrysopa",,"gobica","(Steinmann, 1965)",,,,"","Synonym",""
"Neu-Syn-219332,"Neu-9242","Sisyra",,"vicaria",,"umbrata","var.","Needham in Needham & Betten, 1901","","Synonym",""
"Neu-Syn-219342,"Neu-680","Rhaphidilla",,"granulosa","(Navás, 1915)",,,,"","Synonym",""
"Neu-Syn-219352,"Neu-4096","Rhaphidilla",,"formosana","(Okamoto in Nagano, 1917)",,,,"","Synonym",""
"Neu-Syn-219362,"Neu-3241","Rhaphidilla",,"mongolica","(Navás, 1915)",,,,"","Synonym",""
"Neu-Syn-219372,"Neu-492","Rhaphidilla",,"centrodes","(Navás, 1915)",,,,"","Synonym",""
"Neu-Syn-219382,"Neu-2488","Rhaphidilla",,"spilonota","(Navás, 1915)",,,,"","Synonym",""
"Neu-Syn-219422,"Neu-1946","Italochrysa",,"zonata","(Navás, 1913)",,,,"","Synonym",""
"Neu-Syn-219432,"Neu-6690","Creoleon",,"perfidus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-219442,"Neu-331","Raphidia",,"martynovae","(Steinmann, 1964)",,,,"","Synonym",""
"Neu-Syn-219452,"Neu-6425","Berotha",,"gracilipennis","(Tillyard, 1916)",,,,"","Synonym",""
"Neu-Syn-219462,"Neu-594","Drepanacra",,"binocula",,"instabilis","var.","(McLachlan, 1863)","","Synonym",""
"Neu-Syn-219472,"Neu-2634","Drepanomina",,"berothoides","(McLachlan, 1869)",,,,"","Synonym",""
"Neu-Syn-219482,"Neu-3233","Oviedus",,"macrostigma","(Gerstaecker, 1894)",,,,"","Synonym",""
"Neu-Syn-219492,"Neu-419","Nigronia",,"concolor","(K. Davis, 1903)",,,,"","Synonym",""
"Neu-Syn-219512,"Neu-5427","Osmylus","Spilosmylus","africanus","Kolbe, 1897",,,,"","Synonym",""
"Neu-Syn-219522,"Neu-4056","Osmylus","Spilosmylus","interlineatus","McLachlan, 1870",,,,"","Synonym",""
"Neu-Syn-219532,"Neu-7669","Osmylus","Spilosmylus","tuberculatus","Walker, 1853",,,,"","Synonym",""
"Neu-Syn-219542,"Neu-7955","Osmylus","Spilosmylus","inquinatus","McLachlan, 1870",,,,"","Synonym",""
"Neu-Syn-219552,"Neu-2050","Osmylus","Spilosmylus","modestus","Gerstaecker, 1894",,,,"","Synonym",""
"Neu-Syn-219602,"Neu-1413","Titanochrysa",,"pseudovaricosa","(Penny, 1998)",,,,"","Synonym",""
"Neu-Syn-219612,"Neu-9645","Mucropalpus",,"resinatus","(Hagen in Berendt, 1856)",,,,"","Synonym",""
"Neu-Syn-219632,"Neu-7745","Blattidium",,"pluma","(Giebel, 1856)",,,,"","Synonym",""
"Neu-Syn-219662,"Neu-3608","Nevromus",,"latratus",,"tonkinensis","var.","van der Weele, 1907","","Synonym",""
"Neu-Syn-219672,"Neu-2881","Creagris",,"v-nigrum",,"submaculosa","var.","(Rambur, 1842)","","Synonym",""
"Neu-Syn-219682,"Neu-5670","Chrysopa",,"vulgaris",,"proxima","var.","Navás, 1918","","Synonym",""
"Neu-Syn-219692,"Neu-5131","Cintameva",,"inornata",,"ecliptica","var.","(Navás, 1909)","","Synonym",""
"Neu-Syn-219702,"Neu-547","Mantispilla",,"nana","(Erichson, 1839)",,,,"","Synonym",""
"Neu-Syn-219712,"Neu-2327","Mantispilla",,"pusilla","(Pallas, 1772)",,,,"","Synonym",""
"Neu-Syn-219722,"Neu-6028","Mantispilla",,"dorsalis","(Erichson, 1839)",,,,"","Synonym",""
"Neu-Syn-219732,"Neu-7357","Mantispilla",,"flaveola","(Erichson, 1839)",,,,"","Synonym",""
"Neu-Syn-219742,"Neu-4285","Euclimacia",,"erythraea","(Brauer, 1867)",,,,"","Synonym",""
"Neu-Syn-219792,"Neu-2738","Libelloides",,"lacteus",,"simbruinus","","Aistleitner, 2007","","Synonym",""
"Neu-Syn-220072,"Neu-7856","Myrmeleon",,"hyalinus",,"isolatus","","Ábrahám, 2010","","Synonym",""
"Neu-Syn-220122,"Neu-2511","Dichochrysa",,"nubilata","(Navás, 1910)",,,,"","Synonym",""
"Neu-Syn-220342,"Neu-16898","Ululodes",,"cajennensis",,"nanus","var.","Navás, 1911","","Synonym",""
"Neu-Syn-220352,"Neu-2465","Ululodes",,"macleayanus",,"hageni","var.","van der Weele, 1909","","Synonym",""
"Neu-Syn-220362,"Neu-836","Ululodes",,"macleayanus",,"sanctaeluciae","var.","van der Weele, 1909","","Synonym",""
"Neu-Syn-220372,"Neu-7308","Ululodes",,"quadrimaculatus",,"albifrons","var.","(Banks, 1901)","","Synonym",""
"Neu-Syn-220382,"Neu-8088","Ululodes",,"quadrimaculatus",,"floridanus","var.","(Banks, 1906)","","Synonym",""
"Neu-Syn-220392,"Neu-2899","Ascalaphus",,"moestus","(Gerstaecker, 1885)",,,,"","Synonym",""
"Neu-Syn-220402,"Neu-4081","Ascalaphus",,"sibiricus",,"chinensis","var.","van der Weele, 1909","","Synonym",""
"Neu-Syn-220412,"Neu-5670","Chrysopa",,"vulgaris",,"microcephala","","Brauer, 1851","","Synonym",""
"Neu-Syn-220422,"Neu-6231","Mantispilla",,"lineatifrons","(Enderlein, 1910)",,,,"","Synonym",""
"Neu-Syn-220432,"Neu-8054","Mantispilla",,"apicipennis","(Kolbe, 1897)",,,,"","Synonym",""
"Neu-Syn-220442,"Neu-3512","Chrysopa","Suarius","fedtschenkoi","McLachlan in Fedchenko, 1875",,,,"","Synonym",""
"Neu-Syn-220452,"Neu-5740","Chrysopa","Anisochrysa","venosa","(Rambur, 1838)",,,,"","Synonym",""
"Neu-Syn-220532,"Neu-5281","Raphidia",,"pudica","(H. Aspöck et al., 1985)",,,,"","Synonym",""
"Neu-Syn-220552,"Neu-3718","Neochauliodes",,"cambodianus","Jiang et al., 2012",,,,"","Synonym",""
"Neu-Syn-220562,"Neu-3719","Neochauliodes",,"guixianus","Jiang et al., 2012",,,,"","Synonym",""
"Neu-Syn-220592,"Neu-7104","Allohermes",,"fruhstorferi","(van der Weele, 1907)",,,,"","Synonym",""
"Neu-Syn-220602,"Neu-1040","Allohermes",,"davidi","(van der Weele, 1909)",,,,"","Synonym",""
"Neu-Syn-220622,"Neu-8984","Laurhervasia",,"namibica","Mansell, 1979",,,,"","Synonym",""
"Neu-Syn-220632,"Neu-8983","Laurhervasia",,"transvaalensis","Mansell, 1979",,,,"","Synonym",""
"Neu-Syn-220642,"Neu-8985","Concroce",,"parva","Mansell, 1979",,,,"","Synonym",""
"Neu-Syn-220652,"Neu-9113","Tjederia",,"brevicornis","Mansell, 1979",,,,"","Synonym",""
"Neu-Syn-220672,"Neu-6345","Chrysopodes","Neosuarius","varicosus","(Navás, 1914)",,,,"","Synonym",""
"Neu-Syn-220682,"Neu-7535","Froggattisca",,"longula","(Navás, 1926)",,,,"","Synonym",""
"Neu-Syn-220692,"Neu-8097","Lachlathetes",,"chiangi","(Banks, 1941)",,,,"","Synonym",""
"Neu-Syn-220802,"Neu-6112","Myrmeleon","Macroleon","validus","McLachlan, 1894",,,,"","Synonym",""
"Neu-Syn-220812,"Neu-6568","Myrmeleon","Macroleon","quinquemaculatus","Hagen, 1853",,,,"","Synonym",""
"Neu-Syn-220822,"Neu-8442","Myrmeleon","Macroleon","atlas","Banks, 1911",,,,"","Synonym",""
"Neu-Syn-220882,"Neu-7969","Creagris",,"lepida","(Kolbe, 1897)",,,,"","Synonym",""
"Neu-Syn-220902,"Neu-9251","Palpares",,"turcicus","Koçak, 1976",,,,"","Synonym",""
"Neu-Syn-220922,"Neu-10213","Nohoveus",,"vanharteni","Ábrahám, 2012",,,,"","Synonym",""
"Neu-Syn-220932,"Neu-2738","Libelloides",,"lacteus",,"lacteus","","(Brullé, 1832)","","Synonym",""
"Neu-Syn-220982,"Neu-2284","Episalus",,"insignis","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-220992,"Neu-594","Drepanopteryx",,"binocula","(Newman, 1838)",,,,"","Synonym",""
"Neu-Syn-221002,"Neu-594","Drepanopteryx",,"humilis","(McLachlan, 1863)",,,,"","Synonym",""
"Neu-Syn-221012,"Neu-2634","Drepanopteryx",,"berothoides","(McLachlan, 1869)",,,,"","Synonym",""
"Neu-Syn-221032,"Neu-5020","Coniortes",,"tineiformis","(Curtis, 1834)",,,,"","Synonym",""
"Neu-Syn-221062,"Neu-6573","Semidalis",,"mascarenica",,"limbalis","f.","Fraser, 1955","","Synonym",""
"Neu-Syn-221082,"Neu-3465","Chrysopa","Hypochrysa","nobilis","Schneider, 1851",,,,"","Synonym",""
"Neu-Syn-221092,"Neu-482","Chrysopa","Nothochrysa","fulviceps","Stephens, 1836",,,,"","Synonym",""
"Neu-Syn-221102,"Neu-6792","Chrysopa","Chrysopa","vittata","Wesmael, 1841",,,,"","Synonym",""
"Neu-Syn-221112,"Neu-5670","Chrysopa","Chrysopa","carnea","Stephens, 1836",,,,"","Synonym",""
"Neu-Syn-221122,"Neu-5670","Chrysopa","Chrysopa","vulgaris",,"carnea","var.","Stephens, 1836","","Synonym",""
"Neu-Syn-221132,"Neu-5670","Chrysopa","Chrysopa","vulgaris",,"biseriata","var.","(Schneider, 1851)","","Synonym",""
"Neu-Syn-221142,"Neu-2286","Chrysopa","Chrysopa","gracilis","Schneider, 1851",,,,"","Synonym",""
"Neu-Syn-221152,"Neu-2538","Chrysopa","Chrysopa","alba","(Linnaeus, 1758)",,,,"","Synonym",""
"Neu-Syn-221162,"Neu-711","Chrysopa","Chrysopa","flavifrons","Brauer, 1851",,,,"","Synonym",""
"Neu-Syn-221172,"Neu-2196","Chrysopa","Chrysopa","heydenii","Schneider, 1851",,,,"","Synonym",""
"Neu-Syn-221182,"Neu-548","Chrysopa","Chrysopa","septempunctata",,"quinquepunctata","var.","Schneider, 1851","","Synonym",""
"Neu-Syn-221192,"Neu-2512","Chrysopa","Chrysopa","aspersa","Wesmael, 1841",,,,"","Synonym",""
"Neu-Syn-221202,"Neu-4608","Chrysopa","Chrysopa","burmeisteri","Schneider, 1851",,,,"","Synonym",""
"Neu-Syn-221212,"Neu-5670","Chrysopa","Chrysopa","vulgaris","Schneider, 1851",,,,"","Synonym",""
"Neu-Syn-221222,"Neu-2512","Chrysopa","Chrysopa","aspersa",,"nigriventris","var.","Heyden, 1896","","Synonym",""
"Neu-Syn-221232,"Neu-7393","Myrmecoleon",,"obscurus","(Rambur, 1842)",,,,"","Synonym",""
"Neu-Syn-221242,"Neu-7198","Myrmecoleon","Macronemurus","appendiculatus","(Latreille, 1807)",,,,"","Synonym",""
"Neu-Syn-221262,"Neu-3036","Chrysopodes","Chrysopodes","apurinus","(Navás, 1935)",,,,"","Synonym",""
"Neu-Syn-221282,"Neu-5266","Nodalla",,"dumonti","(Navás, 1930)",,,,"","Synonym",""
"Neu-Syn-221292,"Neu-2976","Savignyella",,"stecki","(Navás, 1915)",,,,"","Synonym",""
"Neu-Syn-221312,"Neu-5855","Chrysopa","Chrysoperla","mutata","McLachlan, 1898",,,,"","Synonym",""
"Neu-Syn-221322,"Neu-711","Chrysopa",,"prasina",,"vestita","var.","Navás, 1914","","Synonym",""
"Neu-Syn-221332,"Neu-5670","Chrysopa",,"biseriata","(Schneider, 1851)",,,,"","Synonym",""
"Neu-Syn-221342,"Neu-5670","Chrysopa",,"perla",,"primaveria","var.","Brauer, 1851","","Synonym",""
"Neu-Syn-221352,"Neu-5670","Chrysopa",,"perla",,"rubropunctata","var.","Brauer, 1851","","Synonym",""
"Neu-Syn-221362,"Neu-1775","Aplectrocnemus",,"variegatus","(Schneider, 1845)",,,,"","Synonym",""
"Neu-Syn-221372,"Neu-6260","Myrmeleo",,"nemausiensis","(Borkhausen, 1791)",,,,"","Synonym",""
"Neu-Syn-221382,"Neu-3157","Anisochrysa","Anisochrysa","alcestes","(Banks, 1911)",,,,"","Synonym",""
"Neu-Syn-221392,"Neu-947","Anisochrysa",,"astur","(Banks, 1937)",,,,"","Synonym",""
"Neu-Syn-221402,"Neu-947","Anisochrysa","Anisochrysa","astur","(Banks, 1937)",,,,"","Synonym",""
"Neu-Syn-221412,"Neu-139","Chrysoperla",,"kulingensis","(Navás, 1936)",,,,"","Synonym",""
"Neu-Syn-221422,"Neu-3851","Raphidia",,"austriaca","Brauer & Löw, 1857",,,,"","Synonym",""
"Neu-Syn-221432,"Neu-2079","Chrysopa",,"rufomarginata","Brauer & Löw, 1857",,,,"","Synonym",""
"Neu-Syn-221442,"Neu-5722","Hemerobius","Hemerobius","ballaudi","Leraut, 1991",,,,"","Synonym",""
"Neu-Syn-221452,"Neu-7451","Hemerobius","Hemerobius","australis","Leraut, 1992",,,,"","Synonym",""
"Neu-Syn-221462,"Neu-5315","Wesmaelius","Wesmaelius","martinae","Leraut, 1989",,,,"","Synonym",""
"Neu-Syn-221472,"Neu-9283","Sympherobius","Sympherobius","luqueti","Leraut, 1991",,,,"","Synonym",""
"Neu-Syn-221482,"Neu-612","Ascalaphus",,"petagnae",,"leucocelius","var.","A. Costa, 1855","","Synonym",""
"Neu-Syn-221492,"Neu-8198","Centroclisis",,"distincta",,"lineatipennis","","(Péringuey, 1910)","","Synonym",""
"Neu-Syn-221502,"Neu-8919","Sograssa",,"felina","(Gerstaecker, 1894)",,,,"","Synonym",""
"Neu-Syn-221532,"Neu-7229","Protohermes",,"sonus","X.-y. Liu et al., 2013",,,,"","Synonym",""
"Neu-Syn-221542,"Neu-7230","Protohermes",,"sublunatus","X.-y. Liu et al., 2013",,,,"","Synonym",""
"Neu-Syn-221552,"Neu-5149","Anisochrysa",,"burgeonina","(Navás, 1936)",,,,"","Synonym",""
"Neu-Syn-221562,"Neu-1322","Anisochrysa",,"handschini","(Navás, 1929)",,,,"","Synonym",""
"Neu-Syn-221572,"Neu-5213","Chrysoperla",,"humulina","(Linnaeus, 1758)",,,,"","Synonym",""
"Neu-Syn-221592,"Neu-8682","Mantispa","Mantispa","viridula","Erichson, 1839",,,,"","Synonym",""
"Neu-Syn-221602,"Neu-766","Mantispa","Mantispa","gracilis","Erichson, 1839",,,,"","Synonym",""
"Neu-Syn-221612,"Neu-9130","Mantispa","Mantispa","prolixa","Erichson, 1839",,,,"","Synonym",""
"Neu-Syn-221622,"Neu-5188","Mantispa","Mantispa","wagneri","Navás, 1909",,,,"","Synonym",""
"Neu-Syn-221632,"Neu-752","Symphrasis","Trichoscelia","varia","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-221652,"Neu-239","Ascalorphne","Orphne","leisewitzi","(Navás, 1911)",,,,"","Synonym",""
"Neu-Syn-221672,"Neu-6016","Neochauliodes",,"kawarayamanus","(Okamoto, 1910)",,,,"","Synonym",""
"Neu-Syn-221682,"Neu-3373","Neochauliodes",,"simplex",,"guttatus","","Navás, 1919","","Synonym",""
"Neu-Syn-221692,"Neu-2465","Ululodes",,"macleayanus",,"senex","f.","(Burmeister, 1839)","","Synonym",""
"Neu-Syn-221712,"Neu-5670","Chrysopa",,"vulgaris",,"rubricata","f.","Navás, 1905","","Synonym",""
"Neu-Syn-221722,"Neu-5670","Chrysopa",,"vulgaris",,"gemella","f.","Navás, 1918","","Synonym",""
"Neu-Syn-221732,"Neu-5670","Chrysopa",,"vulgaris",,"microcephala","f.","Brauer, 1851","","Synonym",""
"Neu-Syn-221742,"Neu-5670","Chrysopa",,"vulgaris",,"radialis","f.","Navás, 1904","","Synonym",""
"Neu-Syn-221752,"Neu-2512","Chrysopa",,"prasina",,"aspersa","f.","Wesmael, 1841","","Synonym",""
"Neu-Syn-221762,"Neu-7782","Chrysopa",,"prasina",,"abdominalis","f.","Brauer, 1856","","Synonym",""
"Neu-Syn-221772,"Neu-2512","Chrysopa",,"prasina",,"punctigera","f.","Sélys-Longchamps, 1888","","Synonym",""
"Neu-Syn-221782,"Neu-2512","Chrysopa",,"prasina",,"striata","f.","Navás, 1901","","Synonym",""
"Neu-Syn-221792,"Neu-711","Chrysopa",,"flavifrons",,"opulenta","f.","Navás, 1915","","Synonym",""
"Neu-Syn-221802,"Neu-16892","Chrysopa",,"flavifrons",,"nigropunctata","f.","Pictet, 1865","","Synonym",""
"Neu-Syn-221812,"Neu-16892","Chrysopa",,"flavifrons",,"riparia","f.","Pictet, 1865","","Synonym",""
"Neu-Syn-221842,"Neu-10134","Myrmeleon","Myrmeleon","niger","Linnaeus in Afzelius, 1823",,,,"","Synonym",""
"Neu-Syn-221872,"Neu-3592","Psychopsis","Orientichopsis","birmana","McLachlan, 1891",,,,"","Synonym",""
"Neu-Syn-221882,"Neu-3507","Glenurus",,"fundatus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-221892,"Neu-5140","Hemerobius",,"humulinus",,"orotypus","var.","Wallengren, 1870","","Synonym",""
"Neu-Syn-221912,"Neu-4841","Hemerobius","Sympherobius","pellucidus","Walker, 1853",,,,"","Synonym",""
"Neu-Syn-221922,"Neu-4317","Hemerobius","Sympherobius","elegans","Stephens, 1836",,,,"","Synonym",""
"Neu-Syn-221932,"Neu-1468","Hemerobius","Sympherobius","inconspicuus","McLachlan, 1868",,,,"","Synonym",""
"Neu-Syn-221942,"Neu-2530","Neleoma",,"nigrifons","(Navás, 1923)",,,,"","Synonym",""
"Neu-Syn-221952,"Neu-6866","Formicaleon",,"desperatus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-221962,"Neu-6866","Formicaleo",,"perniciosus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-221972,"Neu-5140","Hemerobius","Hemerobius","humulinus",,"orotypus","var.","Wallengren, 1870","","Synonym",""
"Neu-Syn-221982,"Neu-1080","Hemerobius","Hemerobius","marginatus","Stephens, 1836",,,,"","Synonym",""
"Neu-Syn-221992,"Neu-3482","Hemerobius","Hemerobius","micans",,"fuscinervis","var.","(Schneider, 1845)","","Synonym",""
"Neu-Syn-222002,"Neu-8290","Hemerobius","Hemerobius","nitidulus",,"fuscus","var.","Dziedzielewicz, 1920","","Synonym",""
"Neu-Syn-222012,"Neu-5722","Hemerobius","Hemerobius","limbatellus","Zetterstedt, 1840",,,,"","Synonym",""
"Neu-Syn-222022,"Neu-5140","Hemerobius","Hemerobius","orotypus","Wallengren, 1870",,,,"","Synonym",""
"Neu-Syn-222032,"Neu-5315","Hemerobius","Boriomyia","concinnus","Stephens, 1836",,,,"","Synonym",""
"Neu-Syn-222042,"Neu-2270","Hemerobius","Boriomyia","quadrifasciatus","Reuter, 1894",,,,"","Synonym",""
"Neu-Syn-222052,"Neu-5660","Hemerobius","Boriomyia","nervosus","Fabricius, 1793",,,,"","Synonym",""
"Neu-Syn-222062,"Neu-1391","Hemerobius","Boriomyia","mortoni","McLachlan, 1899",,,,"","Synonym",""
"Neu-Syn-222082,"Neu-9738","Alena",,"michoacana","U. Aspöck & H. Aspöck, 2013",,,,"","Synonym",""
"Neu-Syn-222092,"Neu-2367","Helicoconis","Ohmopteryx","interna","(Navás, 1911)",,,,"","Synonym",""
"Neu-Syn-222102,"Neu-3860","Chrysoperla",,"collaris","(Schneider, 1851)",,,,"","Synonym",""
"Neu-Syn-222112,"Neu-4370","Chrysoperla",,"basalis","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-222122,"Neu-5020","Conwentzia",,"tineiformis","(Curtis, 1834)",,,,"","Synonym",""
"Neu-Syn-222132,"Neu-3482","Micromus",,"micans","(Olivier, 1793)",,,,"","Synonym",""
"Neu-Syn-222182,"Neu-7070","Formicaleo",,"acuminatus","(Matsumura, 1908)",,,,"","Synonym",""
"Neu-Syn-222192,"Neu-7070","Formicaleo",,"brahmanicus","(Banks, 1913)",,,,"","Synonym",""
"Neu-Syn-222312,"Neu-541","Hemerobius","Monorobius","poppii","Esben-Petersen, 1921",,,,"","Synonym",""
"Neu-Syn-222322,"Neu-5492","Wesmaelius","Kimminsia","kaszabi","(Steinmann, 1965)",,,,"","Synonym",""
"Neu-Syn-222832,"Neu-7830","Haploglenius",,"luteus",,"pictus","var.","Gerstaecker, 1885","","Synonym",""
"Neu-Syn-222952,"Neu-2286","Hemerobius",,"gracilis","(Schneider, 1851)",,,,"","Synonym",""
"Neu-Syn-222962,"Neu-3465","Chrysopa",,"pulchella","Schneider, 1851",,,,"","Synonym",""
"Neu-Syn-222972,"Neu-3114","Haploglenius",,"luteus",,"latoreticulatus","var.","van der Weele, 1909","","Synonym",""
"Neu-Syn-222982,"Neu-5560","Palpares",,"subdolus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-222992,"Neu-6549","Palpares",,"clavicornis","(Latreille, 1829)",,,,"","Synonym",""
"Neu-Syn-223002,"Neu-5031","Palpares",,"compositus","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-223012,"Neu-1071","Acanthaclisis",,"hyaena","(Dalman, 1823)",,,,"","Synonym",""
"Neu-Syn-223022,"Neu-1665","Acanthaclisis",,"improba","(Walker, 1853)",,,,"","Synonym",""
"Neu-Syn-223032,"Neu-3201","Acanthaclisis",,"congener","Hagen, 1860",,,,"","Synonym",""
"Neu-Syn-223042,"Neu-2549","Corydalus",,"primitivus",,"primitivus","","van der Weele, 1909","","Synonym",""
"Neu-Syn-223052,"Neu-4625","Chrysopiella",,"argentina",,"argentina","","(Banks, 1910)","","Synonym",""
"Neu-Syn-223062,"Neu-726","Ulula",,"cajennensis",,"immersa","","Gerstaecker, 1885","","Synonym",""
"Neu-Syn-223072,"Neu-228","Niphetia",,"albata","(Enderlein, 1907)",,,,"","Synonym",""
"Neu-Syn-223082,"Neu-8604","Chrysopa","Chrysopa","nigra","Okamoto, 1919",,,,"","Synonym",""
"Neu-Syn-223092,"Neu-1015","Chrysopa","Chrysopa","explorata","Hagen, 1861",,,,"","Synonym",""
"Neu-Syn-223102,"Neu-2537","Chrysopa","Chrysopa","coloradensis","Banks, 1895",,,,"","Synonym",""
